MIN;AVG;MAX
10;64;76
41;67;76
46;66;78
48;68;77
50;69;77
45;70;77
51;69;78
46;68;78
50;69;77
46;67;77
39;67;77
47;66;77
45;68;76
50;68;77
49;70;77
40;69;77
45;68;76
45;68;78
46;68;77
46;68;76
45;67;74
45;67;77
47;67;77
49;69;77
50;69;77
46;69;78
52;68;77
51;70;76
45;68;77
50;67;77
46;68;76
45;66;76
45;67;75
47;68;76
41;67;77
46;69;78
41;68;76
36;67;77
42;64;77
17;60;76
47;66;77
47;69;77
42;67;77
3;65;77
42;66;74
43;63;72
39;61;72
8;58;72
38;58;72
38;61;74
40;60;70
45;60;69
39;60;72
40;60;68
34;59;74
35;59;71
44;62;74
28;46;74
27;41;48
37;43;47
36;43;47
16;59;73
46;65;75
42;65;75
45;66;75
36;58;73
40;63;73
36;60;72
31;57;68
43;57;65
42;56;66
42;61;70
3;53;71
37;61;71
42;63;74
41;63;75
41;61;73
16;62;74
37;61;74
46;67;77
48;66;76
41;63;75
40;61;73
45;62;72
23;58;73
42;58;67
43;63;73
45;64;74
45;65;73
6;65;73
32;60;71
19;58;71
44;61;75
41;64;74
45;68;75
36;63;75
37;60;73
37;59;74
14;54;72
31;43;51
22;45;57
29;45;55
37;47;55
32;46;55
31;46;55
30;44;57
22;42;54
3;43;55
3;37;55
3;42;55
16;42;54
19;46;55
21;43;55
14;41;55
13;31;55
14;42;55
15;44;55
15;44;55
14;45;56
18;49;55
14;39;55
32;48;55
18;49;55
32;47;55
21;48;55
20;46;55
17;47;56
38;49;55
35;49;56
33;49;55
18;48;55
17;47;55
14;47;54
16;47;54
35;50;56
34;50;56
34;49;55
18;45;55
3;41;54
34;46;54
26;43;53
15;42;55
18;46;55
18;42;56
19;44;56
19;47;55
21;48;55
34;48;55
32;49;56
36;50;55
14;46;55
30;42;49
17;43;55
18;31;50
17;38;54
12;43;55
17;48;55
18;47;55
31;43;55
9;44;57
19;48;64
15;40;65
16;30;64
17;51;68
19;52;67
17;53;66
29;45;55
14;45;56
23;48;56
20;48;55
19;47;56
29;47;55
19;38;55
18;41;54
4;40;54
16;44;55
17;44;55
23;48;56
20;48;56
22;47;55
20;37;53
19;42;52
31;45;53
34;46;56
27;46;56
17;45;57
23;48;56
16;43;56
20;48;56
21;49;57
20;48;57
35;52;57
34;50;56
20;41;52
9;47;57
11;48;66
21;57;67
17;50;67
21;54;65
20;56;66
17;51;64
15;38;65
15;36;62
19;53;68
20;49;68
19;51;65
16;45;66
26;58;65
20;52;65
37;52;65
16;44;57
33;48;56
20;49;57
23;48;56
17;41;56
19;44;55
16;43;55
39;46;55
30;45;56
33;47;55
32;46;56
33;45;54
31;47;56
26;45;54
31;46;53
10;41;53
17;48;65
39;59;65
21;54;64
21;50;66
22;48;66
16;37;63
17;43;66
18;43;65
18;42;63
18;47;65
39;58;66
41;59;66
35;55;64
16;50;65
30;45;57
18;36;56
3;46;56
20;46;56
21;43;55
20;43;52
25;42;51
3;37;52
