MIN;AVG;MAX
4;48;80
14;51;72
16;57;71
33;61;73
29;60;74
25;61;74
32;57;70
24;58;71
33;57;69
8;55;63
24;46;64
28;48;66
28;40;67
27;51;66
19;57;70
32;58;69
20;53;67
5;48;68
22;48;69
14;43;69
26;52;70
31;59;74
28;60;76
34;61;75
25;61;78
17;56;81
28;58;65
6;55;85
21;55;71
34;58;74
36;59;73
38;60;73
37;60;74
37;61;70
37;60;71
30;58;68
30;57;68
29;53;63
29;47;59
36;51;66
37;52;65
24;58;69
33;60;69
33;58;70
6;54;68
24;54;67
21;48;70
30;54;70
34;59;72
39;63;76
30;62;76
31;60;74
27;63;76
13;60;82
34;58;66
12;57;68
24;51;73
36;61;79
38;60;76
36;59;67
25;58;65
27;49;63
