MIN;AVG;MAX
5;74;108
26;73;98
19;78;96
41;82;95
38;86;96
40;81;94
37;83;95
34;85;96
31;80;95
52;82;95
43;79;97
9;77;95
31;78;88
32;72;87
30;67;88
31;80;91
43;77;90
40;77;92
25;72;96
37;83;94
51;82;94
52;84;95
38;77;95
52;79;96
30;83;95
50;85;96
53;88;97
46;78;95
44;81;96
41;83;95
36;80;96
52;82;95
31;78;96
44;85;96
45;83;98
35;88;97
46;85;95
53;86;96
54;88;96
44;85;96
46;87;97
51;84;96
51;84;95
47;86;96
52;85;96
45;87;99
45;86;95
46;86;96
53;86;97
51;85;96
41;85;95
46;85;95
53;86;94
54;85;96
52;85;95
38;86;97
40;83;95
48;87;96
53;85;98
53;86;95
45;85;95
40;86;96
53;83;94
41;87;95
54;87;95
54;86;96
45;84;94
47;85;97
45;83;96
54;85;96
55;85;96
55;88;98
54;84;95
43;86;94
54;86;94
38;85;96
53;84;96
48;89;96
55;86;94
44;86;96
41;85;96
54;88;96
43;84;96
52;82;97
54;85;96
39;85;96
55;88;96
40;87;97
51;83;95
33;84;95
53;86;95
48;84;95
58;84;95
53;87;95
53;84;95
53;86;96
45;86;95
51;88;95
41;84;96
44;86;95
31;80;95
38;77;92
31;81;94
42;80;93
47;82;94
41;84;94
49;81;91
35;78;91
13;68;95
31;70;94
6;80;110
42;82;99
43;88;100
50;87;98
56;90;98
54;89;100
55;87;101
54;89;100
54;89;101
54;89;102
57;87;100
39;88;99
57;91;100
33;90;100
55;92;100
56;91;101
55;88;99
43;89;99
53;91;99
50;88;100
45;86;99
47;85;98
44;89;100
50;85;100
49;78;97
56;85;97
50;88;97
43;77;95
38;75;89
45;77;91
42;75;93
20;79;93
20;77;90
40;74;90
20;74;90
45;76;90
39;80;92
44;76;94
22;83;95
44;81;94
51;82;93
56;88;99
56;90;102
35;75;102
18;81;97
43;82;94
31;83;96
46;84;96
53;85;97
44;80;94
48;78;89
53;82;90
37;80;90
46;79;90
52;82;90
43;81;91
48;81;92
50;80;90
46;74;89
46;73;87
42;75;88
43;74;86
45;74;87
39;74;91
49;82;93
39;76;90
42;80;93
35;82;96
49;79;91
37;81;92
41;82;91
48;83;94
44;85;94
41;83;93
37;79;93
46;83;94
42;78;94
45;78;92
51;81;93
53;84;95
27;77;93
42;81;92
39;82;96
20;79;92
46;81;92
50;83;92
52;82;92
41;80;91
44;80;90
42;76;92
43;77;93
44;80;93
50;82;90
46;78;90
42;76;89
38;75;91
34;73;86
37;70;83
34;70;86
43;70;89
33;78;91
38;77;87
49;74;90
16;76;93
42;76;88
48;79;94
40;81;93
48;80;90
40;78;90
41;76;89
41;74;89
45;71;81
33;63;83
38;64;82
40;70;86
16;69;86
39;75;86
43;73;91
47;77;92
7;78;94
29;77;90
41;81;92
46;79;92
43;80;92
40;77;93
44;79;91
47;73;89
37;77;91
41;84;93
52;84;94
47;83;93
50;79;93
50;81;94
52;81;95
40;78;92
42;80;92
54;84;94
49;82;92
38;83;93
51;81;93
52;82;93
48;82;93
43;83;94
36;77;89
41;75;93
40;77;92
41;81;95
35;72;91
42;72;89
40;76;93
40;78;90
50;79;91
51;81;90
40;79;90
42;79;90
41;76;88
54;80;91
39;74;89
40;76;90
45;80;90
44;75;90
32;68;91
38;75;91
47;79;90
53;79;91
41;74;92
42;80;93
37;84;94
52;84;94
53;83;93
44;83;94
45;84;93
44;83;93
44;82;92
41;78;94
45;84;93
41;84;93
45;85;94
55;85;94
48;83;93
47;83;93
36;79;92
53;80;92
42;77;91
42;77;91
51;75;92
41;78;93
45;79;92
43;81;92
42;79;93
54;85;94
54;87;95
44;86;96
39;85;95
53;87;95
57;88;95
43;87;96
39;86;95
53;87;95
55;87;95
53;89;95
53;87;95
44;89;95
53;87;95
53;87;96
56;89;95
52;88;95
56;88;96
47;89;95
54;88;96
53;87;96
39;83;96
51;88;95
54;89;95
44;86;95
56;89;95
59;88;96
55;85;95
51;87;95
55;88;95
44;85;94
42;88;95
50;89;95
54;87;95
54;87;94
43;87;96
55;88;94
45;86;94
44;85;93
48;82;93
